mode,acc_val,f1_val,acc_test,f1_test,n_train,n_val,n_test,crop,n_csp,fb_bands,refit_on_trainval_for_test,calibrate_k_per_class,calibrate_mode
inter_fixedsplit_fbcsp,0.3306510607168983,0.3309642495521458,0.42807711319822045,0.42387820891768724,63,16,24,"(0.5, 4.5)",6,11,False,5,full
